"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
99,641672,"Hatch, Thomas","2025-08-12",776774,100,99,0.294,0.235,0.286,0.529,0.439,0.414,0.237,5,17,80.6,13.5,2367,89,89.61,8,43,56,0.5999999999999943,6.5,108,147,115,149,293,332,279,"-1.696","1.696","72.2","7.8",24,15,3,1,0,1,2,8.3,7,29.2,2.17394,0.70182,0.1998,-0.14531,"90.8",137,20,13.333333333333334,8.333333333333332,5.71,-1.48,0.34,2.01,0.5,2,"1.713131313",0.459,0.521,"-1.713131313",0.057,0.04099999999999998,0.008,0.025,18.6,"42.2",15.586255165140805,-4.903520826126844,33.79985291711535,0.6976744186046512,36.78236470559502,29.004480192442653
99,641771,"Kuhl, Chad","2024-06-23",746457,99,100,0.316,0.263,0.455,0.579,0.395,0.296,0.263,6,19,91.2,9.5,2305,90.4,91.16,9,45,54,0.7999999999999972,6.53,118,150,128,152,304,330,300,"-1.108","1.108","68.7","6.9",20,12,3,2,0,1,7,35,1,5,2.49081,0.30153,0.18101,-0.34768,"91.7",149,58.333333333333336,8.333333333333332,5,5.28,-2.54,0.18,2.53,0.35,1,"1.119191919",0.3,0.378,"-1.119191919",0.053,0.04999999999999999,0.201,0.099,20,"29.5",9.776851732468806,2.0376534524957313,32.04093002354178,0.4222222222222222,35.48053626462106,27.889586489664023
98,672456,"Montero, Keider","2025-05-19",777862,98,100,0.32,0.12,0.364,0.44,0.354,0.304,0.244,8,25,88,9.7,2306,88.7,88.84,5,47,51,0.09999999999999432,6.54,105,149,115,149,301,317,299,"-1.344","1.344","72.9","7.4",27,22,5,3,0,0,3,11.1,2,7.4,2.39245,0.55357,0.31786,0.10337,"92.4",156,36.36363636363637,9.090909090909092,7.4074074074074066,5.79,-2.71,-0.12,2.35,0.37,2,"1.371428571",0.3,0.394,"-1.371428571",0.076,0.07,0.046,0.05,10.6,"39.8",8.394165377221377,0.3364388374346088,29.934520963863783,0.5454545454545454,37.13867676063218,32.204801558787736
98,666214,"Wentz, Joey","2023-08-30",716781,98,100,0.25,0.5,0.182,0.75,0.445,0.445,0.269,5,20,95.1,27.9,2211,87.6,88.13,10,44,54,0.5,6.56,110,146,121,147,301,328,288,"-5.165","5.165","68.7","7.2",23,14,1,1,0,3,6,26.1,3,13,2.28306,0.71071,0.62177,-0.4851,"92.8",180,57.14285714285714,28.57142857142857,17.391304347826086,5.74,1.15,-0.04,2.24,0.348,4,"5.270408163",0.365,0.724,"-5.270408163",-0.019,-0.017000000000000015,0.026,0,22.7,"36.3",9.275572721541717,0.028726567858553098,31.65891400268659,0.4523809523809524,38.117345417252,28.96756328879905
97,680573,"Woods Richardson, Simeon","2023-04-22",718468,99,98,0.35,0.25,0.429,0.6,0.44,0.375,0.283,7,20,83.6,15,2154,86.1,87.22,7,47,50,1.1000000000000085,6.96,106,148,120,148,295,326,286,"-1.478","1.478",,,24,16,4,2,0,1,5,20.8,3,12.5,1.79804,1.29485,0.22577,-0.16639,"90.4",151,31.25,12.5,8.333333333333332,6.82,-0.36,-0.24,2.23,0.435,2,"1.52371134",0.377,0.481,"-1.52371134",0.067,0.057999999999999996,0.119,0.065,14.9,"67.3",,,,,,
97,657053,"Toussaint, Touki","2023-07-14",717414,97,100,0.176,0.118,0.214,0.294,0.299,0.361,0.266,3,17,84.3,6,2184,86.2,87.68,10,44,53,1.5,7.16,113,150,122,146,313,325,303,"0.012","-0.012","70.9","7.7",23,14,1,2,0,0,4,17.4,4,17.4,3.00371,0.13619,0.18062,-0.12124,"90.5",139,28.57142857142857,0,0,5.78,-1.52,-0.09,1.99,0.348,0,"-0.012371134",0.433,0.311,"0.012371134",-0.09,-0.08500000000000002,-0.017,-0.062,22.7,"37.1",10.414277093573101,-4.856581302559965,34.38228555717051,0.34210526315789475,36.69327828934097,35.51035040053061
97,679525,"Marsh, Alec","2023-08-16",716963,97,100,0.211,0.105,0.308,0.316,0.338,0.312,0.17,4,19,86.8,15.5,2356,87.1,87.4,15,41,56,0.30000000000001137,6.38,106,145,115,146,298,312,289,"0.497","-0.497","70.4","7.7",25,13,2,2,0,0,6,24,5,20,2.69351,0.33292,-0.05351,-0.28052,"91.0",164,38.46153846153847,0,0,5.68,-2.42,0.22,2.19,0.4,0,"-0.512371134",0.369,0.273,"0.512371134",0.041,0.031000000000000028,0.043,0.026,36.6,"37.8",15.645743455155648,-2.371703186721729,33.93035341379565,0.34210526315789475,39.840390120853634,33.56585577138573
96,701581,"Festa, David","2025-06-22",777401,96,100,0.5,0.292,0.5,0.792,0.548,0.318,0.248,12,24,86.6,7.5,2229,90.6,91.87,15,53,43,1.3000000000000114,6.86,108,145,110,147,298,327,292,"-3.624","3.624","67.2","7.1",28,22,9,1,0,2,3,10.7,3,10.7,1.96958,0.80558,0.38347,-0.04874,"91.9",114,40.909090909090914,9.090909090909092,7.142857142857142,6.02,-2.48,0.11,2.11,0.536,2,"3.775",0.329,0.389,"-3.775",0.252,0.20700000000000002,0.403,0.23,28.3,"48.6",4.708401284656285,2.002510898410345,29.501598403427764,0.5,37.522474031921625,28.377775952899714
96,686563,"Cannon, Jonathan","2025-05-13",777945,96,100,0.19,0.095,0.267,0.286,0.227,0.198,0.154,4,21,85.3,4.6,2267,87.7,87.2,7,45,51,-0.5,6.11,111,149,120,147,300,316,291,"2.203","-2.203","68.4","7.1",22,15,2,2,0,0,6,27.3,0,0,2.5276,0.484,0.28779,-0.13979,"90.4",150,33.33333333333333,0,0,5.92,-2.22,0.32,2.39,0.227,0,"-2.294791667",0.192,0.254,"2.294791667",0.036,0.035,0.032,0.029,15.6,"26.0",10.546268176049418,-2.0154932788908706,32.78369257138409,0.5909090909090909,38.25966975804473,31.89969638617792
96,676614,"Sammons, Bryan","2024-07-29",746444,96,100,0.16,0.36,0.059,0.52,0.313,0.389,0.265,4,25,88.5,25.6,2156,86.6,86.6,12,55,41,0,6.18,113,152,119,150,292,330,295,"-1.062","1.062","71.5","7.4",27,20,1,0,0,3,5,18.5,1,3.7,2.33062,0.72948,-0.03146,-0.06854,"92.0",211,35,15,11.11111111111111,5.5,2.05,-0.34,2.41,0.222,3,"1.10625",0.32,0.612,"-1.10625",-0.105,-0.098,-0.092,-0.076,21.8,"35.3",11.381016299284433,-8.391809679504245,30.24505028784231,0.6,35.52735905193953,33.19190631442608
95,686563,"Cannon, Jonathan","2025-04-26",778165,95,100,0.207,0.241,0.217,0.448,0.299,0.287,0.223,6,29,91.3,18,2125,88.1,87.38,14,48,47,-0.6999999999999886,6.08,115,152,125,151,309,317,287,"0.679","-0.679","71.9","7.6",31,24,2,2,1,1,5,16.1,2,6.5,2.52032,0.46589,0.64979,-0.16621,"92.6",158,41.66666666666667,12.5,9.67741935483871,5.93,-2.22,-0.11,2.26,0.258,3,"-0.714736842",0.273,0.39,"0.714736842",-0.016,-0.015000000000000013,0.058,0.012,29.2,"26.8",12.97651332709232,-7.05894229268093,32.591451728357825,0.574468085106383,38.92390272793132,32.91272863454223
