player_id,player_name,game_date,game_pk,pa,woba,xwoba,so,bb,hrs,k_percent,bb_percent,hardhit_percent,swing_miss_percent,pitcher_run_value_per_100,obp
605135,"Bassitt, Chris",2025-03-30,778525,27.0,0.326,0.321,7.0,2.0,0.0,25.9,7.4,50.0,23.6,0.490566038,0.37
622663,"Severino, Luis",2025-03-27,778547,25.0,0.256,0.359,6.0,4.0,0.0,24.0,16.0,35.714285714285715,27.3,1.284848485,0.333
592332,"Gausman, Kevin",2025-03-28,778549,22.0,0.204,0.346,4.0,1.0,1.0,18.2,4.5,47.05882352941176,19.6,1.736082474,0.182
554430,"Wheeler, Zack",2025-03-27,778555,20.0,0.215,0.317,8.0,2.0,1.0,40.0,10.0,50.0,24.0,0.346391753,0.2
686613,"Brown, Hunter",2025-03-28,778518,23.0,0.31,0.406,7.0,3.0,1.0,30.4,13.0,38.46153846153847,30.2,-1.092708333,0.304
663460,"Bubic, Kris",2025-03-31,778504,24.0,0.198,0.197,8.0,2.0,0.0,33.3,8.3,7.6923076923076925,31.9,2.346315789,0.25
666200,"Luzardo, Jesús",2025-03-29,778535,22.0,0.333,0.236,11.0,2.0,1.0,50.0,9.1,44.44444444444444,41.9,-0.029473684,0.318
605400,"Nola, Aaron",2025-03-30,778526,23.0,0.395,0.336,8.0,0.0,2.0,34.8,0.0,50.0,31.8,-1.502105263,0.318
700249,"Povich, Cade",2025-03-31,778512,20.0,0.325,0.304,8.0,2.0,0.0,40.0,10.0,50.0,22.2,-0.390425532,0.35
694973,"Skenes, Paul",2025-03-27,778562,20.0,0.22,0.22,7.0,2.0,0.0,35.0,10.0,18.181818181818183,31.4,0.909574468,0.25
625643,"López, Reynaldo",2025-03-28,778542,25.0,0.434,0.465,1.0,2.0,1.0,4.0,8.0,50.0,7.3,-1.394680851,0.44
608331,"Fried, Max",2025-03-29,778538,29.0,0.323,0.34,4.0,2.0,0.0,13.8,6.9,26.31578947368421,23.1,-3.290425532,0.379
681857,"Olson, Reese",2025-03-29,778533,20.0,0.322,0.309,5.0,2.0,1.0,25.0,10.0,53.84615384615385,25.6,-1.591397849,0.3
650911,"Sánchez, Cristopher",2025-03-31,778502,22.0,0.276,0.333,7.0,2.0,1.0,31.8,9.1,30.76923076923077,30.0,0.858064516,0.273
527048,"Pérez, Martín",2025-03-31,778506,22.0,0.127,0.24,9.0,3.0,0.0,40.9,13.6,33.33333333333333,31.4,3.562365591,0.182
669022,"Gore, MacKenzie",2025-03-27,778555,18.0,0.049,0.1,13.0,0.0,0.0,72.2,0.0,60.0,40.0,4.227956989,0.056
